source_task,family,work_type,criterion_id,criterion_title,reference_fragment,source_files,compiler_discrimination,review_status,review_notes
corporate-ma/draft-markup-of-transition-services-agreement-tsa,standard,review,C-054,"Correct total monthly service cost baseline ($1,020,000) referenced","$1,020,000 | $1,122,000",apa-excerpts.docx,reference_passes;corrupted_fails,,
corporate-ma/draft-merger-notification-filing,standard,draft,C-005,CIM identified as 4(d) document for production,Confidential Investment Memorandum,antitrust-risk-assessment-memo.docx,reference_passes;corrupted_fails,,
corporate-ma/draft-merger-notification-filing,standard,draft,C-007,Antitrust risk assessment memo correctly identified as privileged,Antitrust Risk Assessment Memorandum,antitrust-risk-assessment-memo.docx,reference_passes;corrupted_fails,,
corporate-ma/draft-merger-notification-filing,standard,draft,C-025,Canadian Competition Act filing obligation analyzed,Canadian Competition Bureau,antitrust-risk-assessment-memo.docx,reference_passes;corrupted_fails,,
corporate-ma/draft-merger-notification-filing,standard,draft,C-038,Size-of-person test correctly applied,$6.2B | $218.6M,antitrust-risk-assessment-memo.docx | investment-committee-presentation.pptx,reference_passes;corrupted_fails,,
corporate-ma/draft-merger-notification-filing,standard,draft,C-045,Hazelbrook total revenues stated correctly as $218.6M,2023 | $218.6M,antitrust-risk-assessment-memo.docx,reference_passes;corrupted_fails,,
corporate-ma/draft-merger-notification-filing,standard,draft,C-055,Prior acquisitions section includes Summerfield in NAICS 311941,Summerfield Brands | 2021 acquisition,antitrust-risk-assessment-memo.docx,reference_passes;corrupted_fails,,
corporate-ma/draft-merger-notification-filing,standard,draft,C-058,Second Request risk acknowledged,Second Request,antitrust-risk-assessment-memo.docx,reference_passes;corrupted_fails,,
corporate-ma/draft-merger-notification-filing,standard,draft,C-063,Fairclough and Moreno identified as managing partners of RCM,Jonathan D. Fairclough and Diane K. Moreno | Co-Founders & Managing Partners of Ravenscroft Capital Management,antitrust-risk-assessment-memo.docx | investment-committee-presentation.pptx,reference_passes;corrupted_fails,,
corporate-ma/draft-nda-markup/scenario-01,standard,draft,C-037,Marked-Up NDA: Deletes $5M liquidated damages clause,$5 million,bl-nda-playbook.docx,reference_passes;corrupted_fails,,
corporate-ma/draft-nda-markup/scenario-02,standard,draft,C-035,Marked-Up NDA: Reduces confidentiality term to 18 or 24 months,36 months | 18 months,bl-nda-playbook.docx,reference_passes;corrupted_fails,,
corporate-ma/draft-nda-markup/scenario-02,standard,draft,C-045,Marked-Up NDA: Proposes change to governing law or venue,North Carolina,draft-nda-theranova.docx,reference_passes;corrupted_fails,,
corporate-ma/draft-ppa-memo,standard,draft,C-007,Dispute resolution: Independent Accounting Firm is Hartwell & Associates LLP,Hartwell & Associates LLP | Independent Accounting Firm,deal-team-email-chain.eml,reference_passes;corrupted_fails,,
corporate-ma/draft-ppa-memo,standard,draft,C-020,"ISSUE_003: Quantifies total inventory overstatement at $1,315K","$1,315,000",deal-team-email-chain.eml,reference_passes;corrupted_fails,,
corporate-ma/draft-ppa-memo,standard,draft,C-028,ISSUE_006: Identifies Consolidated Aero Dynamics specific claims ($588K),"Consolidated Aero Dynamics | $840,000 | 70% | $588,000",deal-team-email-chain.eml | spa-working-capital-excerpt.docx | stonebridge-review-memo.docx,reference_passes;corrupted_fails,,
corporate-ma/draft-ppa-memo,standard,draft,C-038,"ISSUE_010: States objections must specify each item, amount, and basis",Statement of Objections,deal-team-email-chain.eml,reference_passes;corrupted_fails,,
corporate-ma/draft-purchase-agreement,standard,draft,C-003,ISSUE_001: SPA includes HSR filing as a condition precedent to closing,HSR Act,due-diligence-memo.docx,reference_passes;corrupted_fails,,
corporate-ma/draft-purchase-agreement,standard,draft,C-042,ISSUE_012: Issues memo flags Marcus Calloway consulting arrangement risks,Marcus Calloway | limited duties,due-diligence-memo.docx,reference_passes;corrupted_fails,,
corporate-ma/draft-purchase-agreement,standard,draft,C-043,ISSUE_012: SPA includes Marcus Calloway restrictive covenants or protections,Marcus Calloway,due-diligence-memo.docx,reference_passes;corrupted_fails,,
corporate-ma/draft-purchase-agreement,standard,draft,C-055,SPA correctly states indemnification escrow holding period of 18 months,18 months,due-diligence-memo.docx,reference_passes;corrupted_fails,,
corporate-ma/draft-purchase-agreement,standard,draft,C-105,SPA NWC definition excludes cash and CPLTD,Net Working Capital,letter-of-intent.docx,reference_passes;corrupted_fails,,
corporate-ma/draft-restrictive-covenant-agreement,standard,draft,C-009,Agreement: SERA board service carve-out included,Dr. Ellingham's | Southeastern Environmental Remediation Association,company-overview-memo.docx,reference_passes;corrupted_fails,,
corporate-ma/draft-restrictive-covenant-agreement,standard,draft,C-011,Agreement: Academic/teaching carve-out included,Dr. Ellingham's,company-overview-memo.docx,reference_passes;corrupted_fails,,
corporate-ma/draft-restrictive-covenant-agreement,standard,draft,C-053,Agreement: Correct post-closing base salary figure used,"Dr. Ellingham's | $350,000 | $475,000",company-overview-memo.docx,reference_passes;corrupted_fails,,
corporate-ma/draft-restrictive-covenant-agreement,standard,draft,C-059,Agreement: Purchase price amount correctly stated if referenced,"$52,500,000",company-overview-memo.docx,reference_passes;corrupted_fails,,
corporate-ma/draft-restrictive-covenant-agreement,standard,draft,C-060,Agreement: Escrow amount correctly stated if referenced,"$5,000,000",company-overview-memo.docx,reference_passes;corrupted_fails,,
corporate-ma/draft-side-letter-for-strategic-limited-partner,standard,draft,C-015,ISSUE_008: Identifies Public Records Act disclosure carve-out is inapplicable to a private nonprofit,Washington's Public Records Act,cascade-term-sheet-emails.eml,reference_passes;corrupted_fails,,
corporate-ma/draft-side-letter-for-strategic-limited-partner,standard,draft,C-018,ISSUE_009: Side letter or memo addresses post-investment ESG threshold breach,15%,cascade-investment-policy.docx,reference_passes;corrupted_fails,,
corporate-ma/draft-side-letter-for-strategic-limited-partner,standard,draft,C-048,Side letter affiliate transfer requires transferee to be 501(c)(3) tax-exempt,§ 501(c)(3),cascade-investment-policy.docx,reference_passes;corrupted_fails,,
corporate-ma/draft-side-letter-for-strategic-limited-partner,standard,draft,C-059,"Correct commitment amount of $75,000,000","$75,000,000",cascade-investment-policy.docx,reference_passes;corrupted_fails,,
corporate-ma/draft-spa-drafting,standard,draft,C-020,ISSUE_006: SPA includes Sellers' Representative audit rights for earnout,Sellers' Representative,deal-team-memo.docx,reference_passes;corrupted_fails,,
corporate-ma/draft-spa-drafting,standard,draft,C-034,ISSUE_010: SPA includes drop-dead date with Second Request extension,120 days | Second Request,deal-team-memo.docx,reference_passes;corrupted_fails,,
corporate-ma/draft-spa-drafting,standard,draft,C-044,Capitalization table is correct in SPA,"15,000,000 | 4,200,000 | 3,300,000 | 2,250,000 | Series Seed Preferred | Vantage Point | 3,000,000 | Series A Preferred",certificate-of-incorporation.docx | data-room-index.xlsx,reference_passes;corrupted_fails,,
corporate-ma/draft-spa-drafting,standard,draft,C-067,SPA includes Simone Achebe departure provisions,Simone R. Achebe,data-room-index.xlsx,reference_passes;corrupted_fails,,
corporate-ma/draft-spa-drafting,standard,draft,C-068,ISSUE_010: Issues memo discusses HSR filing timeline and drop-dead date,Second Request,deal-team-memo.docx,reference_passes;corrupted_fails,,
corporate-ma/draft-spa-markup,standard,draft,C-008,ISSUE_003: Identifies asymmetry with Buyer's lower indemnification cap,$5.0M,deal-team-notes.docx,reference_passes;corrupted_fails,,
corporate-ma/draft-spa-markup,standard,draft,C-021,ISSUE_007: Proposes specific higher capex threshold,"$75,000 | $100,000",buyers-draft-apa.docx,reference_passes;corrupted_fails,,
corporate-ma/draft-spa-markup,standard,draft,C-029,ISSUE_010: Identifies one-sided termination fee structure,$3.0M,deal-team-notes.docx,reference_passes;corrupted_fails,,
corporate-ma/draft-spa-markup,standard,draft,C-033,ISSUE_012: Identifies subjective ESA closing condition,to Buyer,buyers-draft-apa.docx,reference_passes;corrupted_fails,,
corporate-ma/draft-spa-markup,standard,draft,C-054,Identifies escrow amount as $10.2M (10% of Purchase Price),$10.2 million,buyers-draft-apa.docx,reference_passes;corrupted_fails,,
corporate-ma/draft-staffing-memorandum,standard,draft,C-002,ISSUE_001: Quantifies the budget gap with specific numbers,$4.8 million,apex-transaction-overview.pptx,reference_passes;corrupted_fails,,
corporate-ma/draft-staffing-memorandum,standard,draft,C-005,ISSUE_002a: Flags Denise Cartwright's billing rate exceeds client cap,"$1,175 | $1,150",engagement-letter-apex.docx,reference_passes;corrupted_fails,,
corporate-ma/draft-staffing-memorandum,standard,draft,C-011,ISSUE_004: Addresses regulatory workstream leadership without Frost,Evelyn Strauss,apex-transaction-overview.pptx,reference_passes;corrupted_fails,,
corporate-ma/draft-staffing-memorandum,standard,draft,C-022,ISSUE_011: Flags London office FX risk on budget,Suki Tanaka,conflicts-check-memo.docx,reference_passes;corrupted_fails,,
corporate-ma/draft-staffing-memorandum,standard,draft,C-024,ISSUE_012: Flags German AWV/FDI review complexity for dual-use technology,German AWV/FDI,engagement-letter-apex.docx,reference_passes;corrupted_fails,,
corporate-ma/draft-staffing-memorandum,standard,draft,C-025,ISSUE_012: Notes AWV work should be handled by German regulatory specialists,German AWV,apex-transaction-overview.pptx,reference_passes;corrupted_fails,,
corporate-ma/draft-staffing-memorandum,standard,draft,C-037,Correct: Sandra Okafor included on deal team per client preference,Sandra Okafor,conflicts-check-memo.docx,reference_passes;corrupted_fails,,
corporate-ma/draft-staffing-memorandum,standard,draft,C-054,Correct: States consideration structure (€1.2B cash and €600M Apex stock),€1.2 billion | €600 million,apex-transaction-overview.pptx,reference_passes;corrupted_fails,,
corporate-ma/draft-staffing-memorandum,standard,draft,C-057,Correct: Identifies German AWV/FDI review as a regulatory requirement,German AWV/FDI,engagement-letter-apex.docx,reference_passes;corrupted_fails,,
corporate-ma/draft-stock-purchase-agreement,standard,draft,C-002,ISSUE_001: Provides note cancellation mechanism for Aldersgate note,$4.6M,dd-summary-memo.docx,reference_passes;corrupted_fails,,
corporate-ma/draft-stock-purchase-agreement,standard,draft,C-006,ISSUE_003: Pre-closing covenant for Phase II ESA cooperation,Phase II Environmental Site Assessment | Greenville Lab,corporate-structure-chart.docx | escrow-terms.docx,reference_passes;corrupted_fails,,
corporate-ma/draft-stock-purchase-agreement,standard,draft,C-014,ISSUE_005: Identifies JV consent/ROFR/change-of-control trigger,Bayshore JV LLC Agreement,dd-summary-memo.docx,reference_passes;corrupted_fails,,
corporate-ma/draft-stock-purchase-agreement,standard,draft,C-042,"Dr. Chandrasekaran share count correct (2,400,000 shares / 10%)","Dr. Priya Chandrasekaran | 2,400,000",cap-table.xlsx,reference_passes;corrupted_fails,,
corporate-ma/draft-stock-purchase-agreement,standard,draft,C-043,"Total Closing Indebtedness stated as $62,300,000","Closing Indebtedness | $62,300,000",cap-table.xlsx,reference_passes;corrupted_fails,,
corporate-ma/draft-stock-purchase-agreement,standard,draft,C-052,"Working Capital Escrow of $5,000,000","Working Capital Escrow | $5,000,000",409a-valuation-summary.docx | cap-table.xlsx,reference_passes;corrupted_fails,,
corporate-ma/draft-stock-purchase-agreement,standard,draft,C-054,"General indemnification cap of $48,500,000 (10% of EV)","$48,500,000",cap-table.xlsx,reference_passes;corrupted_fails,,
corporate-ma/draft-stock-purchase-agreement,standard,draft,C-117,Absence of changes / no material adverse effect representation,Material Adverse Effect,dd-summary-memo.docx,reference_passes;corrupted_fails,,
corporate-ma/draft-target-diligence-profile/scenario-01,standard,draft,C-001,ISSUE_001: Identifies management EBITDA is actually operating income,$13.5M,verdant-cim.docx,reference_passes;corrupted_fails,,
corporate-ma/draft-target-diligence-profile/scenario-01,standard,draft,C-003,ISSUE_001: Identifies Adjusted EBITDA should be ~$23.9M not $18.1M,Adjusted EBITDA | $18.1M,process-letter.eml | verdant-cim.docx,reference_passes;corrupted_fails,,
corporate-ma/draft-target-diligence-profile/scenario-01,standard,draft,C-019,ISSUE_009: Identifies Gilford earnout dispute and quantifies exposure,$0.8M,legal-diligence-memo.docx,reference_passes;corrupted_fails,,
corporate-ma/draft-target-diligence-profile/scenario-01,standard,draft,C-033,Correct revenue growth rates cited,15.8%,verdant-cim.docx,reference_passes;corrupted_fails,,
corporate-ma/draft-target-diligence-profile/scenario-01,standard,draft,C-052,Correct indicative EV range cited ($144.8M–$162.9M),$144.8M | $162.9M,verdant-cim.docx,reference_passes;corrupted_fails,,
corporate-ma/draft-target-diligence-profile/scenario-01,standard,draft,C-053,Notes Carraway Chemical most favored nation pricing clause,most favored nation | Carraway Chemical,insurance-schedule.xlsx | legal-diligence-memo.docx,reference_passes;corrupted_fails,,
corporate-ma/draft-target-diligence-profile/scenario-02,standard,draft,C-013,ISSUE_006: Flags missing HAZWOPER training records for 14 recent hires,"September 1, 2024 | OSHA HAZWOPER",environmental-summary.docx,reference_passes;corrupted_fails,,
corporate-ma/draft-target-diligence-profile/scenario-02,standard,draft,C-025,ISSUE_011: Notes 35-40% CPL premium increase impact on profitability,40%,insurance-schedule.xlsx,reference_passes;corrupted_fails,,
corporate-ma/draft-target-diligence-profile/scenario-02,standard,draft,C-028,ISSUE_013a: Identifies Nova Site Services mechanic's lien of $387K,"Nova Site Services | $387,000",legal-diligence-memo.docx,reference_passes;corrupted_fails,,
corporate-ma/draft-target-diligence-profile/scenario-02,standard,draft,C-029,ISSUE_013b: Notes disputed vs. undisputed portions of Nova lien,"$245,000 | $142,000",legal-diligence-memo.docx,reference_passes;corrupted_fails,,
